video_info,entities_prediction
"<НАЗВАНИЕ:> Ветеран войны в Афганистане Геннадий Барков: Украинский национализм получил злобный окрас <ОПИСАНИЕ:>Националистические настроения в ряде бывших стран Советского Союза никогда не заканчивался. Об этом в интервью Тульской службе новостей рассказал ветеран войны в Афганистане из Тульской области Геннадий Барков. Мужчина отметил, что сейчас его возмущают шокирующие кадры, которые снимают украинцы, «чтобы подогревать себе кровь». «Не думаю, что национализм вообще останавливался. У меня такое ощущение, что он просто затих», – сделал вывод Геннадий Барков.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'B-персона', 'I-персона', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'I-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'O', 'B-локация', 'I-локация', 'B-персона', 'I-персона', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'I-персона', 'O']"
"<НАЗВАНИЕ:> Богоявленский храм в деревне Ляли. Княжпогостский район. Республика Коми.04.06.2022. <ОПИСАНИЕ:>Храм построен в 1856 году, имеет два этажа и три престола. Был закрыт в 1929 году. У местных жителей есть немало легенд. Согласно одной из них в приписанной к храму несохранившейся часовне в 1939 году якобы ночевал будущий маршал Великой Победы К.К. Рокоссовский. Также люди рассказывают, что до войны в тех местах ходил один юродивый, говоривший, что в Серёгово храм разрушат, а в Лялях храм достоит до Второго Пришествия. Сейчас в Серёгово действительно храма нет, а в Лялях понемногу, но восстанавливается. За 2020 и 2021 годы на пожертвованные средства удалось покрыть шашечной кровлей центральный купол, установить луковичный купол с крестом и окна на первом этаже. Но работы впереди ещё много. В 2022 году планируется привести в порядок шпиль и купол колокольни, установить окна на 2 ом этаже. #храм #Богоявленскийхрам #Ляли #Княжпогостскийрайон #Коми #djiair2s #dji #орестроманко","['O', 'O', 'O', 'O', 'B-организация', 'O', 'O', 'B-локация', 'I-локация', 'O', 'B-локация', 'I-локация', 'O', 'B-локация', 'I-локация', 'O', 'B-Дата', 'B-Дата', 'B-Дата', 'B-Дата', 'B-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'I-персона', 'I-персона', 'I-персона', 'I-персона', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Дата', 'O', 'B-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> Йошкар=Ола – единственный город в России, название которого начинается с «Й». <ОПИСАНИЕ:>И это далеко не самый любопытный факт о столице Республики Марий Эл. Он был основан в 1584 году. Современную Йошкар Олу сейчас справедливо называют «Европой в центре России», в первую очередь, за необычный для российских городов архитектурный облик. Городские ансамбли на набережной это гармоничное смешение сразу нескольких стилей: венецианская, флорентийская, баварская архитектура. Своё прочтение лучшего опыта – «жемчужин» мировой архитектуры","['O', 'O', 'O', 'O', 'B-локация', 'I-локация', 'I-локация', 'O', 'O', 'O', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-локация', 'I-локация', 'O', 'O', 'O', 'O', 'O', 'B-Дата', 'I-Дата', 'O', 'O', 'B-локация', 'I-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> Metro 2033 / Метро 2033 (Redux) = Глава 5, Надежда = Прохождение игры [#19] | PC (2019 г.) <ОПИСАНИЕ:>📌 <LINK> Поддержать нас + ранний доступ к контенту 📌 Прохождение Метро 2033 Redux, на русском языке. Выживает Александр, Ната рядышком. Играем на PC, Steam лицензия, клавиатура + мышь. Немного об игре В 2013 году на мир обрушился апокалипсис, почти полностью уничтоживший человечество и превративший поверхность Земли в отравленную пустошь. Горстка выживших укрылась в глубинах московского метро, а человечество погрузилось в новое Средневековье.(c) Steam Разработчик: 4A Games Издатель: Deep Silver Дата выхода: 28 авг. 2014 Ссылки Бусти: <LINK> Группа в VK: <LINK> Telegram: <LINK> YouTube: <LINK> RuTube: <LINK> Дзен: <LINK> Прямой эфир (Стримы) на площадках VK Play Live: <LINK> GoodGame: <LINK> Trovo: <LINK> Игра в Steam: <LINK>/ Музыка Музыка в конце: Wayne Jones White Hats из фонотеки YouTube, <LINK> или гуглите. #Копилка_с_играми #Metro2033Redux #Metro2033 #Метро2033","['O', 'O', 'O', 'O', 'B-видеоигра', 'I-видеоигра', 'I-видеоигра', 'B-видеоигра', 'I-видеоигра', 'O', 'B-видеоигра', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-видеоигра', 'I-видеоигра', 'I-видеоигра', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'I-персона', 'I-персона', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-организация', 'O', 'O', 'O', 'B-Дата', 'I-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> Синдром Жертвы 1=4 серия. Детектив 2021 на ТВЦ. Дата выхода = сюжет <ОПИСАНИЕ:>Премьера 2021 ""Синдром Жертвы"" 1 4 серии обзор. Дата выхода на ТВЦ. Главные роли исполнят: Арина Постникова, Михаил Химичев, Павел Кузьмин, Вячеслав Дробинков, Александр Инамов, Валентина Светлова, Владимир Кебин, Татьяна Яковенко, Сергей Соболев, Алексей Инамов и другие. #синдромжертвы#синдромжертвы1серия#детектив","['O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'B-серия', 'I-серия', 'B-серия', 'O', 'O', 'O', 'B-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Дата', 'O', 'B-название проекта', 'I-название проекта', 'O', 'B-серия', 'B-серия', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'I-персона', 'O', 'B-персона', 'I-персона', 'O', 'B-персона', 'I-персона', 'O', 'B-персона', 'I-персона', 'O', 'B-персона', 'I-персона', 'O', 'B-персона', 'I-персона', 'O', 'B-персона', 'I-персона', 'O', 'B-персона', 'I-персона', 'O', 'B-персона', 'I-персона', 'O', 'B-персона', 'I-персона', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> Турция в условиях Коронавируса (COVID = 19). Семейная поездка на отдых с 11.07. = 20.07.21г. <ОПИСАНИЕ:>Туризм. Информация о том, как мы отдохнули в стране под названием Турция в условиях Коронавируса ( COVID 19 ), как мероприятия связанные с карантином по COVID сказались на нашем отдыхе и общем семейном впечатлении от поездке. В начале и в конце видео содержится важная информация связанная с документами необходимыми при поездке в Турцию в условиях ПАНДЕМИИ! В видео присутствует отель Titanic Deluxe Golf Belek, поездки на экскурсии: Рафтинг Super Combo 4 в 1, Аквапарк Легенда ( The Land of Legends ), Дельфинарий ( Sealanya ). Приятного просмотра ).#Турция2021 #туризм #ПавелСИБИРЬ40","['O', 'O', 'O', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Дата', 'B-Дата', 'B-Дата', 'B-Дата', 'O', 'B-Дата', 'B-Дата', 'B-Дата', 'B-Дата', 'B-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-организация', 'I-организация', 'I-организация', 'I-организация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-организация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
<НАЗВАНИЕ:> ВСЕ в сборе = только тебя ЖДЁМ ))))) Ахаха #приколы #смешныевидео #юмор #тикток #shorts 511 <ОПИСАНИЕ:>😂 Понравился ролик ПОДПИШИСЬ! 😂 #приколы #юмор #мемы #пранки #лучшее #топ #тикток #юмор18+ #приколы2021 #tiktok #рекомендации #тренды #тренд #реки #video #instagram #fun #лучшиеприколы2021 #смехдослез #взрослыйюмор #лучшиеприколы #приколысживотными #приколыскотами #тестнапсихику #лучшиеприколы #трешобзор #треш #а4 #влада4 #лол #смешныевидео #мармок #пранк #shorts,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> Профильный комитет областного парламента оценил эффективность исполнения бюджета региона <ОПИСАНИЕ:>Под председательством Виктора Кузнецова состоялось заседание комитета по бюджету, финансам, налогам, экономической и инвестиционной политике, на котором подробно рассмотрели проект закона Самарской области «Об исполнении областного бюджета за 2022 год». ГТРК «Самара», программа «Вести – Самара», 26 июня 2023 года. #Губернская_Дума #губернскаядума #СГД_63","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'I-персона', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'I-локация', 'O', 'O', 'I-название проекта', 'I-название проекта', 'I-название проекта', 'I-название проекта', 'O', 'O', 'O', 'O', 'B-организация', 'O', 'I-организация', 'O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'I-название проекта', 'O', 'O', 'B-Дата', 'I-Дата', 'I-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> БАКСТЕР = МУХА. Устин проходит Эпизод 4 Черепашек ниндзя. <ОПИСАНИЕ:>Привет, друзья и гости нашего канала! Мы продолжаем свой поход по Главе 4. На этот раз нас ждёт Эпизод 4 и соперник в нём, которого зовут Бакстер Муха. Все Видео Канала Устин ТВ: <LINK> Спасибо за просмотр и за лайк! Страница во Вконтакте: <LINK> Электронная почта: <AT> #УстинТВ #ЧерепашкиНиндзяЛегенды #ИграЧерепашкиНиндзя","['O', 'O', 'O', 'O', 'B-название проекта', 'O', 'O', 'O', 'B-персона', 'O', 'O', 'B-серия', 'B-название проекта', 'I-название проекта', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-серия', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-серия', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> День TV. Значение И.В. Сталина для современного общества <ОПИСАНИЕ:>На круглый стол «К 60 летию со дня смерти: Значение И.В. Сталина для современного общества» пришло много людей. Все выступающие были на высоте. Собравшиеся были едины в своей оценке Сталина. Если бы Люфтганза не испугалась и назвала бы свой самолет Сталинградом в него бы всегда ломился народ! Комментарии М. Делягина, А. Фурсова, Ю Болдырева и М Веллера.","['O', 'O', 'O', 'O', 'O', 'I-название проекта', 'O', 'O', 'B-персона', 'I-персона', 'I-персона', 'I-персона', 'I-персона', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'I-название проекта', 'I-название проекта', 'I-название проекта', 'I-название проекта', 'O', 'I-название проекта', 'B-персона', 'I-персона', 'I-персона', 'I-персона', 'I-персона', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'O', 'O', 'O', 'B-персона', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'I-персона', 'I-персона', 'O', 'B-персона', 'I-персона', 'I-персона', 'O', 'B-персона', 'I-персона', 'O', 'B-персона', 'I-персона', 'O']"
"<НАЗВАНИЕ:> Уфа / Айгир / Подъем на гору cоветы / скалы ""Зубы Шурале"" / футбол Уфа = ЦСКА /ВЫШЕЛ ИЗ КОМНАТЫ <ОПИСАНИЕ:>Всем привет! Второй выпуск блога ВЫШЕЛ ИЗ КОМНАТЫ посвящен поездке в столицу Республики Башкирия город Уфа. Мы пройдемся по городу, попробуем местную кухню, совершим восхождение на гору Айгир, увидим скалы ""Зубы Шурале"", а затем посетим матч между местным клубом Уфа и Московским ЦСКА. Всем приятного просмотра!","['O', 'O', 'O', 'O', 'B-локация', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-локация', 'O', 'O', 'O', 'B-команда', 'O', 'B-команда', 'O', 'O', 'I-название проекта', 'I-название проекта', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'I-локация', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'O', 'I-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-команда', 'O', 'B-команда', 'I-команда', 'O', 'O', 'O', 'O', 'O']"
<НАЗВАНИЕ:> 10 лучших французских сериалов #кино #лучшиефильмы #фильмы #топфильмов #новинкикино <ОПИСАНИЕ:>Привет! Присоединяйся к Тинькофф и получи бонус дизайн карты с героями мультсериала «Рик и Морти» + кэшбек до 30 % (сам использую и очень доволен): <LINK> Кинолист: Люпен Парижская полиция 1900 Французская революция Марианна Киберсталкер Багровые реки Филармония Бальтазар Богомол Лес #кино #лучшиефильмы #фильмы #топфильмов #новинкикино #кинолист,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-организация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'I-название проекта', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'I-персона', 'O', 'O', 'O', 'O', 'B-персона', 'I-персона', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> Подсадил на наркотики – сел в тюрьму | «Пока не остыл кофе». <ОПИСАНИЕ:>За чашкой утреннего кофе затронем очень тяжелую тему – тему наркотиков. Теперь за склонение к употреблению наркотиков в интернете статья станет вполне реальной – до 10 лет лишения свободы. Но это не единственная тема, затронутая законодателями. Подробнее в очередном выпуске программы. Дума ТВ: <LINK> vhySv81SS33zSlgA <LINK> <LINK> <LINK>/ <LINK>/ <LINK>","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> DEPECHE MODE 2022 Пресс=конференция MEMENTO MORI РУССКАЯ ОЗВУЧКА 4 ОКТЯБРЯ <ОПИСАНИЕ:>На пресс конференции в Берлине британская группа Depeche Mode объявила о выходе нового альбома «Memento Mori» и большом турне в его поддержку. Пресс конференция началась с демонстрации видеохроники, снятой во время записи нового альбома Depeche Mode в студии Мартина Гора. После этого Дейв и Мартин ответили на вопросы ведущей мероприятия Барбары Чарон. Беседа касалась смерти Энди Флетчера, концепции нового альбома ""Помни о смерти"", а так же вскользь поговорили о спортивных предпочтениях музыкантов (Мартин Гор поклонник футбольного клуба Арсенал, а Дейв Гаан фанат Никсов). В завершении конференции группа ответила на вопросы из зала и на экране был показан предварительный список стран и городов, куда приедут с гастролями DEPECHE MODE весной 2023 года","['O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'B-Дата', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'O', 'O', 'B-Дата', 'I-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'O', 'O', 'B-название проекта', 'I-название проекта', 'O', 'O', 'O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'O', 'O', 'B-персона', 'I-персона', 'O', 'O', 'O', 'B-персона', 'O', 'B-персона', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'I-персона', 'O', 'O', 'O', 'O', 'B-персона', 'I-персона', 'O', 'O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'I-название проекта', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'I-персона', 'O', 'O', 'O', 'B-команда', 'O', 'O', 'B-персона', 'I-персона', 'O', 'B-персона', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'O', 'B-Дата', 'I-Дата']"
<НАЗВАНИЕ:> «Россия рулит!» — новое шоу на каналах «Авто Плюс» и НТВ | Новости с колёс №496 <ОПИСАНИЕ:>Для заядлых автомобилистов телеканалы «Авто Плюс» и НТВ готовят новое телевизионное шоу «Россия рулит!» — премьера в сентябре! Наш канал с тест драйвами и обзорами: <LINK> Присоединяйтесь к АВТО ПЛЮС: Вконтакте: <LINK> #АвтоПлюсТВ #AutoPlusTV #РоссияРулит #НТВ #NTV #RussiaRulit ##ВайТМедиа #SMPRacing #ВиталийПетров #НиколайФоменко #МихаилГорбачев #VitalyPetrov #СМПРэйсинг #телешоу #автомобили,"['O', 'O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'I-название проекта', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-организация', 'I-организация', 'O', 'O', 'B-организация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-организация', 'I-организация', 'O', 'O', 'B-организация', 'O', 'O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'I-название проекта', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> Белая Лилия 1=4 серия (2023) Мелодрама Домашний // сюжет // дата выхода <ОПИСАНИЕ:>Белая Лилия 1 4 серии обзор мелодрамы. Сюжет и дата выхода на канале Домашний. Главные роли в сериале исполнили: Галина Безрук, Артем Карасев, Артем Семакин, Игнат Акрачков, Александр Мохов, Диана Милютина, Вероника Пляшкевич, Василий Козлов, Ирина Мохова, Михаил Цуба, Андрей Милюхин и многие другие.","['O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'B-серия', 'I-серия', 'B-серия', 'O', 'O', 'B-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'B-серия', 'B-серия', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'I-персона', 'O', 'B-персона', 'I-персона', 'O', 'B-персона', 'I-персона', 'O', 'B-персона', 'I-персона', 'O', 'B-персона', 'I-персона', 'O', 'B-персона', 'I-персона', 'O', 'B-персона', 'I-персона', 'O', 'B-персона', 'I-персона', 'O', 'B-персона', 'I-персона', 'O', 'B-персона', 'I-персона', 'O', 'B-персона', 'I-персона', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> Непристойное предложение (1993) = Действуйте, чтобы потом не сожалеть <ОПИСАНИЕ:>Есть интересная группа ВКонтакте «Моменты из фильмов» Темы: 1) Разные vk.com/lmf_r 2) Общение, отношения, любовь vk.com/lmf_o Не нашли момент из своего любимого фильма? Добавьте его <LINK> ","['O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'O', 'B-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'I-название проекта', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
